transaction_id,account_id,member_id,transaction_type,amount,timestamp,recipient,channel
T0043706,ACC01219,M01219,Deposit,9839.29,2025-10-09T13:23:21,,Branch
T0053352,ACC01472,M01472,Deposit,2885.51,2025-10-09T13:34:38,,Branch
T0041585,ACC01158,M01158,Deposit,4527.2,2025-10-09T13:47:57,,Branch
T0047916,ACC01338,M01338,Withdrawal,948.33,2025-10-09T13:49:50,,Branch
T0024505,ACC00685,M00685,Deposit,54857.07,2025-10-09T14:07:48,,Branch
T0037882,ACC01068,M01068,Deposit,34647.4,2025-10-09T14:17:33,,Branch
T0005778,ACC00161,M00161,Withdrawal,3025.36,2025-10-09T14:20:35,,Branch
T0050772,ACC01411,M01411,Withdrawal,14317.63,2025-10-09T14:28:32,,Branch
T0033234,ACC00940,M00940,Withdrawal,4515.62,2025-10-09T14:29:31,,Branch
T0048685,ACC01358,M01358,Withdrawal,1165.64,2025-10-09T14:32:44,,Branch
T0047485,ACC01326,M01326,Deposit,4947.81,2025-10-09T14:33:00,,Branch
T0012617,ACC00358,M00358,Deposit,10453.41,2025-10-09T14:40:40,,Branch
T0035362,ACC01000,M01000,Deposit,8085.36,2025-10-09T14:50:19,,Branch
T0024641,ACC00688,M00688,Deposit,3597.63,2025-10-09T14:55:27,,Branch
T0053827,ACC01481,M01481,Deposit,20395.29,2025-10-09T15:34:54,,Branch
T0007238,ACC00196,M00196,Deposit,1608.91,2025-10-09T15:54:59,,Branch
T0014906,ACC00421,M00421,Deposit,31959.54,2025-10-09T15:59:38,,Branch
T0030169,ACC00839,M00839,Withdrawal,6137.07,2025-10-09T16:14:10,,Branch
T0028750,ACC00800,M00800,Deposit,3098.38,2025-10-09T16:19:59,,Branch
T0015251,ACC00428,M00428,Deposit,18485.61,2025-10-09T16:26:57,,Branch
T0011140,ACC00315,M00315,Deposit,4151.61,2025-10-09T16:30:54,,Branch
T0022154,ACC00621,M00621,Withdrawal,18857.5,2025-10-09T16:31:00,,Branch
T0034583,ACC00977,M00977,Withdrawal,1130.86,2025-10-09T16:34:57,,Branch
T0000292,ACC00007,M00007,Withdrawal,1859.37,2025-10-09T16:37:32,,Branch
T0022338,ACC00627,M00627,Withdrawal,16541.53,2025-10-09T16:43:15,,Branch
T0007336,ACC00198,M00198,Withdrawal,10517.23,2025-10-09T16:50:02,,Branch
T0030417,ACC00847,M00847,Withdrawal,6265.98,2025-10-09T17:06:24,,Branch
T0006850,ACC00189,M00189,Deposit,7173.04,2025-10-09T17:20:11,,Branch
T0033924,ACC00956,M00956,Withdrawal,12636.0,2025-10-09T17:21:26,,Branch
T0043266,ACC01206,M01206,Withdrawal,9352.41,2025-10-09T17:22:08,,Branch
T0000823,ACC00024,M00024,Withdrawal,7247.71,2025-10-09T17:31:17,,Branch
T0008246,ACC00227,M00227,Deposit,13487.02,2025-10-09T17:33:49,,Branch
T0052640,ACC01455,M01455,Deposit,1871.83,2025-10-09T17:34:45,,Branch
T0051479,ACC01426,M01426,Withdrawal,838.82,2025-10-09T17:36:52,,Branch
T0054430,ACC01498,M01498,Withdrawal,2087.76,2025-10-09T17:37:11,,Branch
T0008040,ACC00221,M00221,Withdrawal,8272.3,2025-10-09T17:52:50,,Branch
T0032579,ACC00923,M00923,Deposit,25181.08,2025-10-09T17:54:32,,Branch
T0021817,ACC00607,M00607,Withdrawal,1864.06,2025-10-09T18:14:14,,Branch
T0015943,ACC00444,M00444,Withdrawal,9148.24,2025-10-09T18:42:45,,Branch
T0049673,ACC01383,M01383,Deposit,5912.09,2025-10-09T18:43:21,,Branch
T0015114,ACC00425,M00425,Deposit,15167.41,2025-10-09T18:59:01,,Branch
T0031805,ACC00893,M00893,Deposit,10030.0,2025-10-09T19:08:26,,Branch
T0054110,ACC01491,M01491,Withdrawal,6255.35,2025-10-09T19:24:19,,Branch
T0018490,ACC00513,M00513,Withdrawal,2303.16,2025-10-09T19:25:23,,Branch
T0041753,ACC01165,M01165,Deposit,2949.46,2025-10-09T19:25:43,,Branch
T0041873,ACC01168,M01168,Deposit,12824.56,2025-10-09T19:53:05,,Branch
T0028260,ACC00786,M00786,Deposit,2600.01,2025-10-09T20:08:19,,Branch
T0029766,ACC00831,M00831,Deposit,13237.89,2025-10-09T20:22:51,,Branch
T0045265,ACC01262,M01262,Deposit,4761.53,2025-10-09T20:45:02,,Branch
T0009962,ACC00274,M00274,Withdrawal,910.27,2025-10-09T20:57:30,,Branch
T0000358,ACC00010,M00010,Deposit,8575.07,2025-10-09T21:25:12,,Branch
T0044564,ACC01240,M01240,Withdrawal,1136.37,2025-10-09T21:31:15,,Branch
T0023532,ACC00659,M00659,Deposit,26014.54,2025-10-09T21:32:30,,Branch
T0011597,ACC00328,M00328,Deposit,1473.71,2025-10-09T21:34:14,,Branch
T0007550,ACC00205,M00205,Withdrawal,6666.01,2025-10-09T21:44:46,,Branch
T0006299,ACC00173,M00173,Withdrawal,5078.16,2025-10-09T21:50:14,,Branch
T0029264,ACC00815,M00815,Deposit,2066.21,2025-10-09T21:50:44,,Branch
T0048890,ACC01363,M01363,Deposit,33333.11,2025-10-09T21:58:19,,Branch
T0009804,ACC00269,M00269,Deposit,4605.05,2025-10-09T22:36:55,,Branch
T0022215,ACC00623,M00623,Deposit,7314.56,2025-10-09T22:39:49,,Branch
T0039752,ACC01111,M01111,Withdrawal,1325.19,2025-10-09T22:49:44,,Branch
T0049105,ACC01369,M01369,Withdrawal,8066.11,2025-10-09T22:58:09,,Branch
T0006361,ACC00174,M00174,Deposit,11565.25,2025-10-09T22:58:23,,Branch
T0003664,ACC00103,M00103,Deposit,3301.66,2025-10-09T23:18:10,,Branch
T0026106,ACC00729,M00729,Withdrawal,16746.6,2025-10-09T23:19:08,,Branch
T0023286,ACC00653,M00653,Deposit,13068.48,2025-10-09T23:33:52,,Branch
T0019789,ACC00550,M00550,Withdrawal,1651.56,2025-10-09T23:54:04,,Branch
T0023228,ACC00651,M00651,Withdrawal,8998.98,2025-10-09T23:56:22,,Branch
T0043407,ACC01209,M01209,Withdrawal,5935.04,2025-10-10T00:01:01,,Branch
T0040297,ACC01126,M01126,Withdrawal,32644.76,2025-10-10T00:21:24,,Branch
T0031439,ACC00881,M00881,Deposit,8134.93,2025-10-10T00:25:34,,Branch
T0046317,ACC01296,M01296,Deposit,2871.54,2025-10-10T00:26:30,,Branch
T0043562,ACC01215,M01215,Deposit,8194.37,2025-10-10T00:35:26,,Branch
T0042122,ACC01175,M01175,Withdrawal,1203.88,2025-10-10T00:57:05,,Branch
T0020701,ACC00575,M00575,Withdrawal,23529.8,2025-10-10T01:00:32,,Branch
T0008359,ACC00230,M00230,Deposit,10754.41,2025-10-10T01:00:44,,Branch
T0009373,ACC00258,M00258,Withdrawal,21893.66,2025-10-10T01:18:54,,Branch
T0032762,ACC00927,M00927,Withdrawal,21020.58,2025-10-10T01:28:58,,Branch
T0034213,ACC00964,M00964,Deposit,13979.0,2025-10-10T01:47:00,,Branch
T0051432,ACC01425,M01425,Withdrawal,1289.21,2025-10-10T01:50:38,,Branch
T0044954,ACC01250,M01250,Deposit,10420.65,2025-10-10T02:00:10,,Branch
T0053667,ACC01478,M01478,Deposit,11425.55,2025-10-10T02:25:42,,Branch
T0005646,ACC00158,M00158,Withdrawal,852.09,2025-10-10T02:27:20,,Branch
T0026869,ACC00747,M00747,Deposit,4747.78,2025-10-10T02:40:10,,Branch
T0009018,ACC00249,M00249,Deposit,7715.34,2025-10-10T02:42:53,,Branch
T0044459,ACC01234,M01234,Withdrawal,11535.65,2025-10-10T02:59:29,,Branch
T0029291,ACC00818,M00818,Deposit,1537.82,2025-10-10T03:13:22,,Branch
T0012856,ACC00367,M00367,Withdrawal,3817.74,2025-10-10T03:23:29,,Branch
T0025066,ACC00701,M00701,Deposit,19241.84,2025-10-10T03:42:20,,Branch
T0019681,ACC00548,M00548,Withdrawal,5207.59,2025-10-10T03:45:32,,Branch
T0036156,ACC01021,M01021,Withdrawal,4503.97,2025-10-10T03:47:56,,Branch
T0002024,ACC00059,M00059,Deposit,2216.04,2025-10-10T04:04:33,,Branch
T0012758,ACC00363,M00363,Withdrawal,3497.14,2025-10-10T04:08:32,,Branch
T0028940,ACC00805,M00805,Withdrawal,6781.59,2025-10-10T04:08:38,,Branch
T0002353,ACC00067,M00067,Deposit,10815.06,2025-10-10T04:09:04,,Branch
T0025722,ACC00718,M00718,Withdrawal,4559.2,2025-10-10T04:09:56,,Branch
T0044186,ACC01228,M01228,Withdrawal,3055.57,2025-10-10T04:14:24,,Branch
T0023596,ACC00660,M00660,Withdrawal,5339.6,2025-10-10T04:16:45,,Branch
T0045847,ACC01283,M01283,Withdrawal,6701.44,2025-10-10T04:22:15,,Branch
T0012618,ACC00358,M00358,Deposit,8399.61,2025-10-10T04:23:06,,Branch
T0014336,ACC00407,M00407,Deposit,12999.7,2025-10-10T04:26:20,,Branch
T0048448,ACC01350,M01350,Withdrawal,16590.24,2025-10-10T04:33:06,,Branch
T0048744,ACC01361,M01361,Deposit,10316.52,2025-10-10T04:53:48,,Branch
T0018434,ACC00512,M00512,Deposit,29745.37,2025-10-10T05:25:53,,Branch
T0003912,ACC00110,M00110,Deposit,14210.93,2025-10-10T05:32:47,,Branch
T0023821,ACC00665,M00665,Withdrawal,7041.19,2025-10-10T05:52:25,,Branch
T0051552,ACC01427,M01427,Deposit,9069.05,2025-10-10T05:59:32,,Branch
T0010397,ACC00289,M00289,Deposit,1582.65,2025-10-10T06:12:14,,Branch
T0031645,ACC00887,M00887,Withdrawal,5147.63,2025-10-10T06:31:00,,Branch
T0016306,ACC00454,M00454,Withdrawal,4926.49,2025-10-10T06:33:40,,Branch
T0005286,ACC00148,M00148,Withdrawal,12707.29,2025-10-10T06:56:58,,Branch
T0052278,ACC01448,M01448,Withdrawal,10258.85,2025-10-10T07:03:30,,Branch
T0050210,ACC01395,M01395,Withdrawal,1778.95,2025-10-10T07:15:58,,Branch
T0015161,ACC00426,M00426,Deposit,3151.75,2025-10-10T07:25:12,,Branch
T0038537,ACC01083,M01083,Withdrawal,13138.88,2025-10-10T07:48:08,,Branch
T0042875,ACC01198,M01198,Deposit,7881.3,2025-10-10T07:50:44,,Branch
T0048520,ACC01352,M01352,Deposit,34706.74,2025-10-10T07:55:15,,Branch
T0013177,ACC00375,M00375,Deposit,23112.31,2025-10-10T08:16:11,,Branch
T0050490,ACC01402,M01402,Deposit,19234.07,2025-10-10T08:26:04,,Branch
T0016630,ACC00463,M00463,Withdrawal,8403.57,2025-10-10T08:32:08,,Branch
T0008546,ACC00235,M00235,Withdrawal,9783.08,2025-10-10T08:43:59,,Branch
T0005525,ACC00155,M00155,Withdrawal,1876.09,2025-10-10T08:52:35,,Branch
T0018593,ACC00515,M00515,Deposit,1681.5,2025-10-10T09:33:58,,Branch
T0040359,ACC01128,M01128,Deposit,15974.63,2025-10-10T10:01:39,,Branch
T0027364,ACC00766,M00766,Deposit,5189.99,2025-10-10T10:11:11,,Branch
T0053156,ACC01467,M01467,Withdrawal,15974.58,2025-10-10T10:16:31,,Branch
T0034721,ACC00980,M00980,Withdrawal,3390.7,2025-10-10T10:38:26,,Branch
T0049674,ACC01383,M01383,Deposit,4379.69,2025-10-10T10:50:05,,Branch
T0022764,ACC00638,M00638,Deposit,29940.8,2025-10-10T10:54:55,,Branch
T0007676,ACC00209,M00209,Withdrawal,703.29,2025-10-10T11:11:06,,Branch
T0028002,ACC00778,M00778,Withdrawal,3478.01,2025-10-10T11:20:10,,Branch
T0000359,ACC00010,M00010,Withdrawal,6944.79,2025-10-10T11:33:12,,Branch
T0022341,ACC00627,M00627,Withdrawal,16527.0,2025-10-10T11:47:08,,Branch
T0004799,ACC00138,M00138,Deposit,5715.39,2025-10-10T11:52:48,,Branch
T0006658,ACC00183,M00183,Deposit,32869.15,2025-10-10T12:14:05,,Branch
T0026197,ACC00732,M00732,Withdrawal,3394.73,2025-10-10T12:34:49,,Branch
T0014407,ACC00409,M00409,Withdrawal,12777.54,2025-10-10T12:36:09,,Branch
T0050173,ACC01394,M01394,Deposit,18636.41,2025-10-10T12:48:37,,Branch
T0038899,ACC01092,M01092,Withdrawal,11079.22,2025-10-10T12:51:31,,Branch
T0012432,ACC00351,M00351,Deposit,33731.0,2025-10-10T13:01:25,,Branch
T0002023,ACC00059,M00059,Withdrawal,5076.31,2025-10-10T13:04:26,,Branch
T0041272,ACC01150,M01150,Withdrawal,3436.14,2025-10-10T13:16:55,,Branch
T0053668,ACC01478,M01478,Deposit,10004.57,2025-10-10T13:20:26,,Branch
T0011027,ACC00309,M00309,Deposit,38776.34,2025-10-10T13:47:43,,Branch
T0045727,ACC01279,M01279,Deposit,10631.83,2025-10-10T13:49:58,,Branch
T0007448,ACC00201,M00201,Withdrawal,6216.88,2025-10-10T14:04:36,,Branch
T0012989,ACC00370,M00370,Withdrawal,2214.52,2025-10-10T14:08:22,,Branch
T0035159,ACC00991,M00991,Withdrawal,16114.77,2025-10-10T14:18:20,,Branch
T0023132,ACC00647,M00647,Withdrawal,7366.43,2025-10-10T14:18:27,,Branch
T0004281,ACC00119,M00119,Withdrawal,21088.14,2025-10-10T14:26:47,,Branch
T0007091,ACC00194,M00194,Deposit,7473.76,2025-10-10T14:32:49,,Branch
T0031676,ACC00888,M00888,Withdrawal,2470.48,2025-10-10T14:39:09,,Branch
T0014837,ACC00420,M00420,Deposit,11383.17,2025-10-10T15:10:36,,Branch
T0014760,ACC00417,M00417,Withdrawal,6203.39,2025-10-10T15:51:02,,Branch
T0007970,ACC00220,M00220,Withdrawal,12371.12,2025-10-10T16:13:09,,Branch
T0014596,ACC00413,M00413,Deposit,7086.83,2025-10-10T16:19:53,,Branch
T0018827,ACC00527,M00527,Deposit,19949.55,2025-10-10T16:20:13,,Branch
T0052144,ACC01443,M01443,Deposit,9625.12,2025-10-10T16:38:46,,Branch
T0052723,ACC01457,M01457,Deposit,12423.87,2025-10-10T16:42:34,,Branch
T0023061,ACC00645,M00645,Deposit,33882.48,2025-10-10T16:44:50,,Branch
T0018888,ACC00528,M00528,Deposit,9966.63,2025-10-10T16:49:01,,Branch
T0042123,ACC01175,M01175,Deposit,3039.39,2025-10-10T17:01:39,,Branch
T0054078,ACC01490,M01490,Deposit,10494.02,2025-10-10T17:06:43,,Branch
T0046665,ACC01303,M01303,Deposit,28059.53,2025-10-10T17:14:54,,Branch
T0012154,ACC00341,M00341,Deposit,7307.34,2025-10-10T17:21:17,,Branch
T0041565,ACC01157,M01157,Deposit,19422.86,2025-10-10T17:31:57,,Branch
T0017880,ACC00495,M00495,Deposit,2054.17,2025-10-10T17:52:42,,Branch
T0004872,ACC00139,M00139,Deposit,6386.48,2025-10-10T18:15:43,,Branch
T0012900,ACC00368,M00368,Withdrawal,12773.64,2025-10-10T18:21:43,,Branch
T0032798,ACC00928,M00928,Withdrawal,5426.35,2025-10-10T18:23:06,,Branch
T0019582,ACC00546,M00546,Withdrawal,8223.13,2025-10-10T18:24:15,,Branch
T0046418,ACC01299,M01299,Deposit,31344.46,2025-10-10T18:32:05,,Branch
T0030348,ACC00844,M00844,Deposit,23219.68,2025-10-10T18:39:39,,Branch
T0026998,ACC00752,M00752,Withdrawal,23853.66,2025-10-10T18:39:53,,Branch
T0014455,ACC00411,M00411,Withdrawal,5887.84,2025-10-10T19:28:17,,Branch
T0013570,ACC00385,M00385,Withdrawal,1038.92,2025-10-10T19:30:25,,Branch
T0012986,ACC00370,M00370,Deposit,2008.38,2025-10-10T20:05:33,,Branch
T0004868,ACC00139,M00139,Deposit,4722.64,2025-10-10T20:07:21,,Branch
T0046413,ACC01299,M01299,Deposit,23382.14,2025-10-10T20:27:06,,Branch
T0011694,ACC00331,M00331,Deposit,33710.42,2025-10-10T20:29:34,,Branch
T0008799,ACC00242,M00242,Withdrawal,8600.65,2025-10-10T20:30:45,,Branch
T0038275,ACC01077,M01077,Withdrawal,10835.65,2025-10-10T20:32:10,,Branch
T0017652,ACC00490,M00490,Deposit,5851.96,2025-10-10T20:47:29,,Branch
T0042937,ACC01199,M01199,Deposit,3012.32,2025-10-10T20:49:55,,Branch
T0042298,ACC01180,M01180,Withdrawal,8646.91,2025-10-10T20:57:18,,Branch
T0028066,ACC00780,M00780,Deposit,29760.18,2025-10-10T21:00:58,,Branch
T0027785,ACC00774,M00774,Deposit,9690.63,2025-10-10T21:10:15,,Branch
T0027702,ACC00772,M00772,Deposit,7614.47,2025-10-10T21:13:12,,Branch
T0007163,ACC00195,M00195,Deposit,5644.04,2025-10-10T21:20:24,,Branch
T0025256,ACC00707,M00707,Deposit,18272.87,2025-10-10T21:25:47,,Branch
T0022964,ACC00643,M00643,Deposit,9814.37,2025-10-10T21:35:07,,Branch
T0051786,ACC01435,M01435,Withdrawal,4649.2,2025-10-10T21:35:44,,Branch
T0017590,ACC00489,M00489,Deposit,3310.78,2025-10-10T21:37:59,,Branch
T0003696,ACC00104,M00104,Deposit,16694.58,2025-10-10T21:50:04,,Branch
T0037740,ACC01062,M01062,Withdrawal,2267.24,2025-10-10T21:53:53,,Branch
T0047017,ACC01311,M01311,Deposit,2760.99,2025-10-10T22:17:41,,Branch
T0016160,ACC00449,M00449,Withdrawal,1968.31,2025-10-10T22:20:34,,Branch
T0030946,ACC00861,M00861,Withdrawal,6394.3,2025-10-10T22:34:22,,Branch
T0043812,ACC01221,M01221,Deposit,1457.31,2025-10-10T22:41:39,,Branch
T0025660,ACC00717,M00717,Deposit,2710.17,2025-10-10T22:44:02,,Branch
T0042938,ACC01199,M01199,Withdrawal,1751.94,2025-10-10T22:53:32,,Branch
T0012097,ACC00340,M00340,Withdrawal,27162.29,2025-10-10T23:32:15,,Branch
T0052911,ACC01463,M01463,Deposit,3715.48,2025-10-10T23:42:11,,Branch
T0035768,ACC01011,M01011,Withdrawal,11511.26,2025-10-11T00:04:25,,Branch
T0023288,ACC00653,M00653,Withdrawal,16274.27,2025-10-11T00:11:29,,Branch
T0017219,ACC00483,M00483,Deposit,2498.4,2025-10-11T00:12:39,,Branch
T0024379,ACC00681,M00681,Deposit,2558.6,2025-10-11T00:13:24,,Branch
T0054359,ACC01497,M01497,Deposit,1581.26,2025-10-11T00:42:15,,Branch
T0007874,ACC00215,M00215,Withdrawal,2861.71,2025-10-11T00:45:12,,Branch
T0046824,ACC01308,M01308,Withdrawal,8785.6,2025-10-11T01:06:22,,Branch
T0033557,ACC00948,M00948,Deposit,15164.3,2025-10-11T01:39:06,,Branch
T0037508,ACC01058,M01058,Deposit,17857.37,2025-10-11T01:40:16,,Branch
T0010798,ACC00301,M00301,Deposit,25480.59,2025-10-11T01:51:55,,Branch
T0014779,ACC00418,M00418,Withdrawal,9225.43,2025-10-11T01:54:00,,Branch
T0052482,ACC01452,M01452,Deposit,23722.15,2025-10-11T01:56:42,,Branch
T0025846,ACC00723,M00723,Withdrawal,7592.53,2025-10-11T02:07:20,,Branch
T0049471,ACC01378,M01378,Withdrawal,4068.39,2025-10-11T02:13:16,,Branch
T0013471,ACC00383,M00383,Withdrawal,9132.5,2025-10-11T02:14:13,,Branch
T0050038,ACC01392,M01392,Withdrawal,27095.42,2025-10-11T02:15:58,,Branch
T0046038,ACC01287,M01287,Deposit,37971.53,2025-10-11T02:23:13,,Branch
T0012759,ACC00363,M00363,Withdrawal,5051.76,2025-10-11T03:04:18,,Branch
T0044836,ACC01247,M01247,Withdrawal,29437.7,2025-10-11T03:10:15,,Branch
T0014153,ACC00403,M00403,Deposit,18165.65,2025-10-11T03:24:48,,Branch
T0002864,ACC00080,M00080,Deposit,5744.21,2025-10-11T03:39:01,,Branch
T0020234,ACC00562,M00562,Deposit,1423.68,2025-10-11T04:03:07,,Branch
T0035321,ACC00998,M00998,Deposit,7429.61,2025-10-11T04:13:43,,Branch
T0025176,ACC00705,M00705,Withdrawal,1740.58,2025-10-11T04:14:24,,Branch
T0041437,ACC01155,M01155,Withdrawal,18509.44,2025-10-11T04:55:34,,Branch
T0037884,ACC01068,M01068,Deposit,28787.66,2025-10-11T04:57:32,,Branch
T0010897,ACC00303,M00303,Deposit,12409.83,2025-10-11T05:00:25,,Branch
T0035726,ACC01009,M01009,Deposit,23268.83,2025-10-11T05:10:33,,Branch
T0028222,ACC00785,M00785,Deposit,8956.6,2025-10-11T05:12:00,,Branch
T0006611,ACC00182,M00182,Withdrawal,3403.08,2025-10-11T05:44:35,,Branch
T0002425,ACC00068,M00068,Withdrawal,2556.7,2025-10-11T05:56:32,,Branch
T0029103,ACC00809,M00809,Withdrawal,1549.6,2025-10-11T05:56:55,,Branch
T0021171,ACC00584,M00584,Withdrawal,1933.87,2025-10-11T06:17:30,,Branch
T0021360,ACC00590,M00590,Deposit,11709.86,2025-10-11T06:18:17,,Branch
T0028164,ACC00784,M00784,Deposit,8540.5,2025-10-11T06:21:00,,Branch
T0034553,ACC00975,M00975,Deposit,5851.55,2025-10-11T06:34:35,,Branch
T0008959,ACC00247,M00247,Deposit,17267.75,2025-10-11T06:36:21,,Branch
T0038587,ACC01084,M01084,Withdrawal,6084.55,2025-10-11T06:57:21,,Branch
T0052635,ACC01455,M01455,Deposit,1310.3,2025-10-11T06:59:03,,Branch
T0010519,ACC00291,M00291,Withdrawal,2658.29,2025-10-11T07:01:42,,Branch
T0043107,ACC01203,M01203,Deposit,2425.49,2025-10-11T07:25:08,,Branch
T0048216,ACC01344,M01344,Deposit,2771.79,2025-10-11T07:27:25,,Branch
T0003468,ACC00097,M00097,Withdrawal,27012.22,2025-10-11T07:28:04,,Branch
T0050846,ACC01412,M01412,Withdrawal,826.87,2025-10-11T07:38:06,,Branch
T0039272,ACC01101,M01101,Deposit,2657.78,2025-10-11T07:46:03,,Branch
T0014834,ACC00420,M00420,Withdrawal,16544.28,2025-10-11T07:53:45,,Branch
T0025547,ACC00714,M00714,Withdrawal,2416.73,2025-10-11T08:03:42,,Branch
T0011598,ACC00328,M00328,Deposit,4068.03,2025-10-11T08:25:29,,Branch
T0011843,ACC00334,M00334,Withdrawal,9343.13,2025-10-11T08:27:45,,Branch
T0004363,ACC00121,M00121,Withdrawal,1558.11,2025-10-11T08:29:35,,Branch
T0010443,ACC00290,M00290,Withdrawal,23021.72,2025-10-11T08:32:33,,Branch
T0019260,ACC00537,M00537,Withdrawal,4721.86,2025-10-11T08:51:35,,Branch
T0024347,ACC00680,M00680,Deposit,27690.52,2025-10-11T09:01:01,,Branch
T0002060,ACC00060,M00060,Withdrawal,11233.16,2025-10-11T09:03:13,,Branch
T0027436,ACC00767,M00767,Withdrawal,2223.32,2025-10-11T09:05:27,,Branch
T0005704,ACC00159,M00159,Withdrawal,1121.8,2025-10-11T09:36:30,,Branch
T0026666,ACC00743,M00743,Deposit,5953.46,2025-10-11T10:00:48,,Branch
T0021746,ACC00604,M00604,Withdrawal,20730.74,2025-10-11T10:02:56,,Branch
T0050673,ACC01409,M01409,Withdrawal,2216.63,2025-10-11T10:22:49,,Branch
T0023822,ACC00665,M00665,Withdrawal,8228.1,2025-10-11T10:38:48,,Branch
T0027544,ACC00769,M00769,Deposit,24390.09,2025-10-11T11:16:36,,Branch
T0047881,ACC01337,M01337,Withdrawal,4642.83,2025-10-11T11:26:32,,Branch
T0042159,ACC01176,M01176,Withdrawal,3794.56,2025-10-11T11:27:45,,Branch
T0012201,ACC00345,M00345,Withdrawal,4359.42,2025-10-11T11:51:42,,Branch
T0036333,ACC01027,M01027,Withdrawal,2369.73,2025-10-11T11:55:52,,Branch
T0032121,ACC00900,M00900,Deposit,1521.88,2025-10-11T12:09:24,,Branch
T0019081,ACC00533,M00533,Deposit,4819.02,2025-10-11T12:18:31,,Branch
T0032415,ACC00917,M00917,Deposit,6536.09,2025-10-11T12:21:30,,Branch
T0047159,ACC01316,M01316,Withdrawal,2266.8,2025-10-11T12:23:58,,Branch
T0040644,ACC01135,M01135,Withdrawal,1359.91,2025-10-11T12:27:02,,Branch
T0004711,ACC00136,M00136,Deposit,12567.47,2025-10-11T12:39:19,,Branch
T0048519,ACC01352,M01352,Deposit,26494.71,2025-10-11T13:11:05,,Branch
T0028159,ACC00784,M00784,Withdrawal,8167.61,2025-10-11T13:45:52,,Branch
T0047219,ACC01317,M01317,Withdrawal,6812.53,2025-10-11T13:50:03,,Branch
T0027025,ACC00753,M00753,Deposit,2100.88,2025-10-11T13:54:34,,Branch
T0015248,ACC00428,M00428,Deposit,11348.69,2025-10-11T13:55:39,,Branch
T0033718,ACC00953,M00953,Deposit,10995.97,2025-10-11T14:20:07,,Branch
T0028880,ACC00804,M00804,Deposit,31783.8,2025-10-11T15:05:34,,Branch
T0040333,ACC01127,M01127,Deposit,10424.73,2025-10-11T15:33:36,,Branch
T0054429,ACC01498,M01498,Withdrawal,2910.51,2025-10-11T15:34:53,,Branch
T0032229,ACC00905,M00905,Deposit,28265.21,2025-10-11T15:50:30,,Branch
T0042299,ACC01180,M01180,Deposit,13710.67,2025-10-11T16:09:51,,Branch
T0033791,ACC00954,M00954,Deposit,7275.28,2025-10-11T16:28:44,,Branch
T0008307,ACC00229,M00229,Withdrawal,5735.75,2025-10-11T16:40:18,,Branch
T0051434,ACC01425,M01425,Deposit,3260.29,2025-10-11T16:45:48,,Branch
T0005416,ACC00152,M00152,Deposit,21875.66,2025-10-11T17:02:34,,Branch
T0035903,ACC01015,M01015,Withdrawal,3478.46,2025-10-11T17:11:47,,Branch
T0040006,ACC01118,M01118,Deposit,6184.13,2025-10-11T17:20:24,,Branch
T0010116,ACC00278,M00278,Withdrawal,13413.73,2025-10-11T17:26:15,,Branch
T0041271,ACC01150,M01150,Deposit,4838.17,2025-10-11T17:26:53,,Branch
T0000756,ACC00022,M00022,Withdrawal,2498.82,2025-10-11T17:31:11,,Branch
T0032582,ACC00923,M00923,Deposit,18259.26,2025-10-11T17:54:15,,Branch
T0009280,ACC00255,M00255,Deposit,9728.91,2025-10-11T17:59:12,,Branch
T0027279,ACC00764,M00764,Withdrawal,3558.39,2025-10-11T18:11:00,,Branch
T0052236,ACC01445,M01445,Withdrawal,1010.26,2025-10-11T18:17:33,,Branch
T0003568,ACC00099,M00099,Withdrawal,1986.64,2025-10-11T18:32:27,,Branch
T0035665,ACC01008,M01008,Withdrawal,9191.77,2025-10-11T18:36:55,,Branch
T0026338,ACC00735,M00735,Deposit,11280.84,2025-10-11T18:44:48,,Branch
T0054193,ACC01493,M01493,Withdrawal,5375.1,2025-10-11T18:52:21,,Branch
T0041033,ACC01144,M01144,Deposit,5957.45,2025-10-11T18:52:51,,Branch
T0006742,ACC00185,M00185,Deposit,2437.33,2025-10-11T18:53:13,,Branch
T0003909,ACC00110,M00110,Withdrawal,12733.55,2025-10-11T19:04:43,,Branch
T0000659,ACC00020,M00020,Withdrawal,5920.97,2025-10-11T19:23:42,,Branch
T0043040,ACC01202,M01202,Deposit,4293.19,2025-10-11T19:45:34,,Branch
T0015549,ACC00435,M00435,Deposit,25100.69,2025-10-11T19:51:12,,Branch
T0040706,ACC01137,M01137,Withdrawal,5813.21,2025-10-11T20:04:31,,Branch
T0034524,ACC00974,M00974,Deposit,4605.46,2025-10-11T20:11:40,,Branch
T0010220,ACC00282,M00282,Withdrawal,5555.44,2025-10-11T20:16:48,,Branch
T0047822,ACC01336,M01336,Withdrawal,17388.8,2025-10-11T20:27:19,,Branch
T0008876,ACC00245,M00245,Withdrawal,3306.26,2025-10-11T20:31:06,,Branch
T0026044,ACC00728,M00728,Deposit,19641.33,2025-10-11T20:39:15,,Branch
T0030164,ACC00839,M00839,Withdrawal,8568.34,2025-10-11T21:25:24,,Branch
T0039029,ACC01095,M01095,Deposit,7033.13,2025-10-11T21:28:21,,Branch
T0010144,ACC00279,M00279,Deposit,23122.96,2025-10-11T21:44:24,,Branch
